"Recording","Timestamp","Species Text","Calls [#]","Mean Peak Frequency [kHz]","Mean Max Frequency [kHz]","Mean Min Frequency [kHz]","Mean Call Lenght [ms]","Mean Call Distance [ms]","Temperature [°C]","Latitude [WGS84]","Longitude [WGS84]","Length [s]"
"24910601","10/06/2018 03:25:55","Pipistrellus pygmaeus","4","56.6","61.7","55.6","5.7","319","14.0","50.516655","-4.165758","1.50"
"24910602","10/06/2018 03:27:21","Pipistrellus pygmaeus","4","56.9","62.5","55.7","5.0","279","14.0","50.516498","-4.165907","1.50"
"24910603","10/06/2018 03:27:27","Pipistrellus pygmaeus","5","56.8","64.1","55.8","5.5","246","14.0","50.516498","-4.165907","1.50"
"24910604","10/06/2018 03:29:22","Rhinolophus hipposideros","7","114.0","94.2","92.1","16.6","190","14.0","","","1.51"
"24910605","10/06/2018 03:29:37","Rhinolophus hipposideros","7","113.1","114.0","111.9","12.1","171","14.0","50.516580","-4.165950","1.52"
"24910606","10/06/2018 03:29:40","Rhinolophus hipposideros","7","111.7","112.6","110.7","9.2","80","14.0","50.516580","-4.165950","1.50"
"24910607","10/06/2018 03:29:46","Rhinolophus hipposideros","13","112.4","113.6","111.0","15.8","113","14.0","50.516757","-4.166060","1.93"
"24910608","10/06/2018 03:30:36","Pipistrellus pygmaeus","2","58.3","62.3","57.2","2.0","111","14.0","50.516835","-4.165867","1.50"
"24910609","10/06/2018 03:30:39","Pipistrellus pygmaeus","5","57.9","63.8","56.4","3.0","70","14.0","50.516795","-4.165850","1.50"
"24910610","10/06/2018 03:30:52","Rhinolophus hipposideros","7","111.4","113.0","110.2","17.4","80","14.0","50.516800","-4.165910","1.50"
"24910611","10/06/2018 03:33:07","Pipistrellus pygmaeus","7","57.7","62.7","56.7","1.0","263","14.0","50.516813","-4.165965","2.08"
"24910612","10/06/2018 03:35:10","Rhinolophus hipposideros","23","82.0","93.6","91.3","26.7","77","14.0","","","3.63"
"24910613","10/06/2018 03:35:48","Pipistrellus pygmaeus","2","56.8","62.0","55.5","5.0","79","14.0","50.516598","-4.166078","1.50"
"24910614","10/06/2018 03:36:47","Pipistrellus pygmaeus","7","57.8","63.6","56.4","5.0","60","14.0","50.516643","-4.166042","1.50"
"24910615","10/06/2018 03:38:34","Pipistrellus pygmaeus","5","57.5","65.1","55.7","9.0","137","14.0","","","2.04"
"24910616","10/06/2018 03:39:08","Rhinolophus hipposideros","9","112.0","104.2","101.5","16.5","70","14.0","50.516735","-4.165852","1.52"
"24910617","10/06/2018 03:39:31","Rhinolophus hipposideros","12","111.3","112.5","110.2","14.0","80","14.0","50.516482","-4.167058","1.50"
"24910618","10/06/2018 03:39:34","Rhinolophus hipposideros","11","110.6","111.9","109.2","19.1","90","14.0","50.516482","-4.167058","2.18"
"24910619","10/06/2018 03:42:08","Pipistrellus pygmaeus","4","56.0","63.6","54.9","6.1","334","14.0","","","1.49"
"24910620","10/06/2018 03:42:11","Pipistrellus pygmaeus","5","55.8","60.5","54.6","5.0","142","14.0","","","1.49"
"24910621","10/06/2018 03:42:22","Pipistrellus pygmaeus","2","55.5","59.5","53.6","4.9","93","14.0","","","1.50"
"24910622","10/06/2018 03:42:59","Rhinolophus hipposideros","37","112.7","113.8","111.3","24.5","80","14.0","50.516730","-4.165928","4.07"
"24910623","10/06/2018 03:43:05","Rhinolophus hipposideros","21","112.8","113.9","111.6","20.2","70","14.0","50.516730","-4.165928","2.27"
"24910624","10/06/2018 03:43:11","Rhinolophus hipposideros","10","112.3","113.4","110.7","17.8","161","14.0","50.516503","-4.166288","1.74"
"24910625","10/06/2018 03:43:50","Pipistrellus pygmaeus","3","55.7","60.5","54.1","5.2","220","14.0","50.516350","-4.166200","1.50"
"24910626","10/06/2018 03:43:56","Pipistrellus pygmaeus","4","57.4","62.3","56.2","5.0","100","14.0","50.516350","-4.166200","1.57"
"24910627","10/06/2018 03:44:00","Pipistrellus pygmaeus","7","58.0","64.2","56.5","5.0","80","14.0","50.516350","-4.166200","1.97"
"24910628","10/06/2018 03:44:18","Pipistrellus pygmaeus","4","56.0","61.0","54.6","7.0","90","14.0","50.516535","-4.166012","1.50"
"24910629","10/06/2018 03:46:54","Pipistrellus pygmaeus","5","56.8","65.1","55.5","4.0","320","14.0","","","1.89"
"24910630","10/06/2018 03:47:06","Pipistrellus pygmaeus","5","56.2","62.9","54.9","4.0","180","14.0","50.516317","-4.166053","1.86"
"24910631","10/06/2018 03:47:58","Pipistrellus pygmaeus","5","56.9","65.2","55.6","5.6","80","14.0","50.516407","-4.166485","1.49"
"24910632","10/06/2018 03:48:04","Pipistrellus pygmaeus","14","57.2","61.8","55.4","3.0","80","14.0","50.516407","-4.166485","2.57"
"24910633","10/06/2018 03:48:19","Pipistrellus pipistrellus","2","48.8","51.4","47.9","7.5","379","14.0","50.516475","-4.166307","1.50"
"24910634","10/06/2018 03:48:23","Pipistrellus pygmaeus","1","56.5","61.3","55.2","8.5","0","14.0","50.516475","-4.166307","1.50"
"24910635","10/06/2018 03:49:09","Pipistrellus pygmaeus","3","56.6","61.5","55.5","4.6","77","14.0","50.516585","-4.166198","1.50"
"24910636","10/06/2018 03:49:12","Pipistrellus pygmaeus","3","60.5","66.4","59.3","4.2","613","14.0","50.516585","-4.166198","1.49"
"24910637","10/06/2018 03:51:01","Rhinolophus hipposideros","10","110.1","111.2","109.2","18.1","80","14.0","50.516602","-4.166355","1.74"
"24910638","10/06/2018 03:52:17","Pipistrellus pygmaeus","10","56.5","62.7","55.4","7.0","80","14.0","50.516557","-4.165533","2.25"
"24910639","10/06/2018 03:52:22","Pipistrellus pygmaeus","5","57.5","62.4","56.3","3.0","308","14.0","50.516557","-4.165533","1.50"
"24910640","10/06/2018 03:52:28","Pipistrellus pipistrellus","4","48.4","50.6","47.1","1.0","417","14.0","50.516580","-4.165588","1.49"
"24910641","10/06/2018 03:52:42","Pipistrellus pygmaeus","11","57.9","62.5","56.9","4.0","80","14.0","50.516577","-4.165687","2.33"
"24910642","10/06/2018 03:53:34","Pipistrellus pipistrellus","7","48.4","55.1","47.0","3.0","80","14.0","50.516618","-4.165890","1.74"
"24910643","10/06/2018 03:53:41","Pipistrellus pipistrellus","4","49.2","54.8","47.8","6.2","148","14.0","50.516595","-4.165892","1.76"
"24910644","10/06/2018 03:53:44","Pipistrellus pipistrellus","6","49.2","54.1","47.4","2.0","80","14.0","50.516595","-4.165892","1.50"
"24910645","10/06/2018 03:53:48","Pipistrellus pipistrellus","5","48.4","54.4","46.6","5.0","180","14.0","50.516595","-4.165892","1.50"
"24910646","10/06/2018 03:53:54","Pipistrellus pipistrellus","3","48.8","55.0","46.6","4.2","346","14.0","50.516583","-4.165958","1.68"
"24910647","10/06/2018 03:54:01","Pipistrellus pipistrellus","6","47.8","50.3","46.5","2.0","180","14.0","50.516583","-4.165958","1.68"
"24910648","10/06/2018 03:55:11","Pipistrellus pygmaeus","2","57.5","59.1","56.2","1.0","228","14.0","50.516628","-4.165955","1.50"
"24910649","10/06/2018 03:55:22","Pipistrellus pygmaeus","6","57.0","63.9","55.6","5.0","127","14.0","50.516658","-4.165933","1.77"
"24910650","10/06/2018 03:55:25","Pipistrellus pygmaeus","3","57.9","64.9","56.6","6.8","108","14.0","50.516658","-4.165933","1.58"
"24910651","10/06/2018 03:55:30","Pipistrellus pygmaeus","7","57.2","62.7","55.3","1.0","90","14.0","50.516655","-4.165898","1.58"
"24910652","10/06/2018 03:55:37","Pipistrellus pygmaeus","5","56.2","61.0","54.9","4.0","206","14.0","50.516655","-4.165898","1.50"
"24910653","10/06/2018 03:56:25","Pipistrellus pygmaeus","6","55.3","58.6","54.3","3.0","290","14.0","50.516615","-4.165620","1.50"
"24910654","10/06/2018 03:59:45","Pipistrellus pygmaeus","4","56.2","60.4","55.1","5.0","431","14.0","50.516712","-4.165880","2.13"
"24910655","10/06/2018 04:00:05","Pipistrellus pygmaeus","7","57.1","60.4","56.3","3.0","80","14.0","50.516738","-4.165928","1.50"
"24910656","10/06/2018 04:00:31","Rhinolophus ferrumequinum","12","82.2","83.3","80.2","45.0","110","14.0","50.516723","-4.165927","2.52"
"24910657","10/06/2018 04:03:55","Rhinolophus ferrumequinum","6","83.1","84.1","82.0","15.3","220","14.0","50.516715","-4.165960","1.50"
"24910658","10/06/2018 04:04:23","Rhinolophus ferrumequinum","17","82.7","83.8","79.6","50.7","110","14.0","50.516703","-4.165943","3.47"
"24910659","10/06/2018 04:11:51","Rhinolophus ferrumequinum","14","82.0","83.1","80.1","24.0","110","14.0","50.516695","-4.165868","2.53"
"24910660","10/06/2018 04:12:21","Nyctalus noctula","33","19.7","21.7","18.5","7.0","473","14.0","50.516685","-4.166115","16.63"
"24910661","10/06/2018 04:12:54","Nyctalus noctula","3","19.1","20.9","18.1","22.7","354","14.0","50.516698","-4.166077","1.50"
"24910662","10/06/2018 04:12:57","Nyctalus noctula","16","19.6","21.0","18.5","13.2","50","14.0","50.516698","-4.166077","3.18"
"24910663","10/06/2018 04:14:00","Nyctalus noctula","4","18.1","19.3","17.2","7.0","221","14.0","50.516630","-4.166122","1.50"
"24910664","10/06/2018 04:14:02","Nyctalus noctula","12","18.9","20.5","18.1","11.7","380","14.0","50.516630","-4.166122","3.91"
"24910665","10/06/2018 04:14:07","Nyctalus noctula","8","18.8","20.0","17.5","1.0","390","14.0","50.516652","-4.166145","3.98"
"24910666","10/06/2018 04:14:16","Pipistrellus pipistrellus","8","60.6","64.2","58.8","3.0","50","14.0","50.516652","-4.166145","1.82"
"24910667","10/06/2018 04:15:53","Nyctalus noctula","1","16.8","18.3","15.9","21.6","0","14.0","50.516707","-4.165947","1.50"
"24910668","10/06/2018 04:19:28","Pipistrellus pygmaeus","6","57.3","63.7","56.2","3.0","70","14.0","","","1.71"
"24910669","10/06/2018 04:19:44","Pipistrellus pipistrellus","10","47.5","52.9","46.1","3.0","90","14.0","","","2.09"
"24910670","10/06/2018 04:20:05","Pipistrellus pygmaeus","5","57.4","61.5","56.0","5.0","70","14.0","50.516658","-4.166117","1.50"
"24910671","10/06/2018 04:21:54","Pipistrellus pipistrellus","10","46.3","55.2","45.1","3.0","70","14.0","50.516613","-4.165995","2.29"
"24910684","10/06/2018 04:44:53","Nyctalus noctula","6","17.2","18.1","16.3","8.4","312","14.0","50.516613","-4.166055","2.40"
